Rank,Player,Cl,Ht,Pos,G,REB,RPG,Year
333,"Ben Krikke, Valparaiso (MVC)",Sr.,6-9,F,32,189,5.9,2023
333,"Bonke Maring, Houston Christian (Southland)",Sr.,6-10,F,32,189,5.9,2023
333,"Jeff Ngandu, Kansas City (Summit League)",Fr.,6-9,F,32,189,5.9,2023
336,"Davion Everett, South Carolina St. (MEAC)",So.,6-6,F,31,183,5.9,2023
337,"Eduardo Andre, Fresno St. (Mountain West)",So.,6-11,F,29,171,5.9,2023
338,"Morgan Safford, Miami (OH) (MAC)",Jr.,6-5,G,27,159,5.9,2023
339,"Zeke Cook , Jackson St. (SWAC)",So.,6-6,F,33,194,5.9,2023
340,"Justin Abson, App State (Sun Belt)",Fr.,6-9,F,32,188,5.9,2023
340,"Seneca Knight, Illinois St. (MVC)",Sr.,6-6,G,32,188,5.9,2023
340,"Akol Mawein, Sacramento St. (Big Sky)",Jr.,6-9,F,32,188,5.9,2023
340,"Nendah Tarke, Coppin St. (MEAC)",So.,6-4,G,32,188,5.9,2023
340,"Terrance Williams II, Michigan (Big Ten)",Jr.,6-7,F,32,188,5.9,2023
345,"Nae'Qwan Tomlin, Kansas St. (Big 12)",Jr.,6-10,F,36,211,5.9,2023
346,"Yvan Ouedraogo, Grand Canyon (WAC)",Jr.,6-9,F,28,164,5.9,2023
347,"Ishmael Leggett, Rhode Island (Atlantic 10)",So.,6-2,G,31,181,5.8,2023
348,"Demond Robinson, Kennesaw St. (ASUN)",Sr.,6-8,F,35,204,5.8,2023
349,"Jacob Johnson, LIU (NEC)",So.,6-5,G,29,169,5.8,2023
350,"Gideon George, BYU (WCC)",Sr.,6-6,F,34,198,5.8,2023
Rank,Player,Cl,Ht,Pos,G,REB,RPG,Year
1,"Enrique Freeman, Akron (MAC)",Sr.,6-7,F,35,453,12.9,2024
2,"Zach Edey, Purdue (Big Ten)",Sr.,7-4,C,39,474,12.2,2024
3,"Vonterius Woolbright, Western Caro. (SoCon)",Sr.,6-6,G,32,384,12,2024
4,"Frank Mitchell, Canisius (MAAC)",Jr.,6-8,F,31,361,11.6,2024
5,"DJ Burns, Youngstown St. (Horizon)",Sr.,6-7,F,32,353,11,2024
6,"Drew Cisse, Western Ill. (OVC)",Jr.,6-11,F,33,363,11,2024
7,"Fardaws Aimaq, California (Pac-12)",Sr.,6-11,C,32,351,11,2024
8,"Hunter Dickinson, Kansas (Big 12)",Sr.,7-2,C,33,361,10.9,2024
9,"Ginika Ojiako, Coastal Carolina (Sun Belt)",Sr.,6-10,C,30,319,10.6,2024
10,"Yaxel Lendeborg, UAB (AAC)",Jr.,6-9,F,35,370,10.6,2024
11,"Taeshaud Jackson, VMI (SoCon)",So.,6-4,G,31,321,10.4,2024
12,"Lassina Traore, Long Beach St. (Big West)",Jr.,6-9,F,35,362,10.3,2024
13,"Armando Bacot, North Carolina (ACC)",Sr.,6-10,F,37,380,10.3,2024
14,"Jonathan Mogbo, San Francisco (WCC)",Jr.,6-8,F,34,345,10.1,2024
15,"Oumar Ballo, Arizona (Pac-12)",Sr.,7-0,C,36,365,10.1,2024
16,"Nate Martin, Marshall (Sun Belt)",Jr.,6-8,F,33,334,10.1,2024
17,"Isaiah Cozart, Eastern Ky. (ASUN)",Sr.,6-7,F,30,301,10,2024
18,"Norchad Omier, Miami (FL) (ACC)",Jr.,6-7,F,31,309,10,2024
19,"Rashaun Agee, Bowling Green (MAC)",Sr.,6-8,F,33,327,9.9,2024
20,"Michael Ajayi, Pepperdine (WCC)",Jr.,6-7,G,33,326,9.9,2024
21,"Kel'el Ware, Indiana (Big Ten)",So.,7-0,C,30,296,9.9,2024
22,"Saint Thomas, Northern Colo. (Big Sky)",Jr.,6-7,F,32,315,9.8,2024
23,"Dillon Jones, Weber St. (Big Sky)",Jr.,6-6,F,31,305,9.8,2024
24,"Daniel Batcho, Louisiana Tech (CUSA)",Jr.,6-11,F,28,275,9.8,2024
25,"Danny Wolf, Yale (Ivy League)",So.,7-0,F,32,310,9.7,2024
26,"Riley Minix, Morehead St. (OVC)",Sr.,6-7,F,35,338,9.7,2024
27,"Juslin Bodo Bodo, High Point (Big South)",Fr.,7-0,F,36,347,9.6,2024
28,"Joe Charles, Louisiana (Sun Belt)",Jr.,6-7,F,33,318,9.6,2024
29,"Clarence Daniels, New Hampshire (America East)",Sr.,6-6,F,31,297,9.6,2024
30,"Maxime Raynaud, Stanford (Pac-12)",Jr.,7-1,F,32,306,9.6,2024
31,"Christian Shumate, McNeese (Southland)",Jr.,6-6,G,34,324,9.5,2024
32,"Julian Reese, Maryland (Big Ten)",Jr.,6-9,F,32,303,9.5,2024
33,"Joel Soriano, St. John's (NY) (Big East)",Sr.,6-11,F,33,312,9.5,2024
34,"Ian Schieffelin, Clemson (ACC)",Jr.,6-8,F,36,340,9.4,2024
35,"Quentin Millora-Brown, The Citadel (SoCon)",Sr.,6-10,F,32,300,9.4,2024
36,"Issa Muhammad, UT Martin (OVC)",Sr.,6-9,F,28,262,9.4,2024
37,"Brian Myles, Prairie View (SWAC)",Jr.,6-7,F,30,278,9.3,2024
38,"Lahat Thioune, South Dakota (Summit League)",Sr.,6-10,F,31,287,9.3,2024
39,"Max Fiedler, Rice (AAC)",Sr.,6-11,F,32,296,9.3,2024
40,"Caden Pierce, Princeton (Ivy League)",So.,6-6,F,29,268,9.2,2024
41,"Donovan Draper, Navy (Patriot)",So.,6-5,F,31,283,9.1,2024
42,"Andersson Garcia, Texas A&M (SEC)",Sr.,6-7,F,36,327,9.1,2024
43,"Sam Alexis, Chattanooga (SoCon)",So.,6-9,F,33,299,9.1,2024
44,"JT Toppin, New Mexico (Mountain West)",Fr.,6-9,F,36,326,9.1,2024
45,"Great Osobor, Utah St. (Mountain West)",Jr.,6-8,F,35,315,9,2024
45,"Baylor Scheierman, Creighton (Big East)",Sr.,6-7,G,35,315,9,2024
45,"Earl Timberlake, Bryant (America East)",Sr.,6-6,G,30,270,9,2024
48,"Tre'Von Spillers, App State (Sun Belt)",Jr.,6-7,F,34,301,8.9,2024
49,"Harrison Ingram, North Carolina (ACC)",So.,6-7,F,37,327,8.8,2024
50,"Kyler Filewich, Wofford (SoCon)",Sr.,6-9,C,32,282,8.8,2024
51,"Nana Owusu-Anane, Brown (Ivy League)",Jr.,6-8,F,31,272,8.8,2024
52,"Christian Ray, Delaware (CAA)",Sr.,6-6,G,33,289,8.8,2024
53,"Devin Carter, Providence (Big East)",Jr.,6-3,G,33,286,8.7,2024
54,"Brandon Johnson, East Carolina (AAC)",Jr.,6-8,F,31,268,8.6,2024
55,"Amar Kuljuhovic, North Dakota (Summit League)",Jr.,6-8,C,31,267,8.6,2024
56,"Roger McFarlane, Southeastern La. (Southland)",Jr.,6-5,G,32,275,8.6,2024
57,"Johni Broome, Auburn (SEC)",Jr.,6-10,F,35,299,8.5,2024
58,"Troy Hupstead, UMES (MEAC)",Jr.,6-7,F,26,222,8.5,2024
59,"Yvan Ouedraogo, California Baptist (WAC)",Sr.,6-9,F,32,273,8.5,2024
60,"Michael Imariagbe, Houston Christian (Southland)",Jr.,6-7,F,29,247,8.5,2024
61,"Jay'Den Turner, Georgia St. (Sun Belt)",Jr.,6-5,F,31,264,8.5,2024
62,"Hunter Goodrick, California Baptist (WAC)",Sr.,6-7,F,33,281,8.5,2024
62,"DaRon Holmes II, Dayton (Atlantic 10)",Jr.,6-10,F,33,281,8.5,2024
64,"Damarco Minor, SIUE (OVC)",Jr.,6-0,G,33,280,8.5,2024
65,"Igor Milicic Jr., Charlotte (AAC)",Jr.,6-10,F,31,262,8.5,2024
66,"Aboubacar Traore, Long Beach St. (Big West)",Jr.,6-5,F,36,304,8.4,2024
67,"Brandon Huntley-Hatfield, Louisville (ACC)",Jr.,6-9,F,32,269,8.4,2024
68,"T.J. Bickerstaff, James Madison (Sun Belt)",Sr.,6-9,F,36,302,8.4,2024
68,"Jaedon LeDee, San Diego St. (Mountain West)",Sr.,6-9,F,36,302,8.4,2024
70,"Kyrese Mullen, Hampton (CAA)",So.,6-7,F,27,226,8.4,2024
71,"Clifford Omoruyi, Rutgers (Big Ten)",Sr.,6-11,C,32,267,8.3,2024
72,"Jonnivius Smith, Buffalo (MAC)",Sr.,6-9,F,30,249,8.3,2024
73,"Kyle Filipowski, Duke (ACC)",So.,7-0,C,36,298,8.3,2024
74,"Matt Cross, Massachusetts (Atlantic 10)",Sr.,6-7,F,28,231,8.3,2024
75,"Charles Thompson, Towson (CAA)",Sr.,6-7,F,34,280,8.2,2024
76,"Jacob Crews, UT Martin (OVC)",Jr.,6-8,G,32,263,8.2,2024
77,"Seydou Traore, Manhattan (MAAC)",Fr.,6-7,G,28,230,8.2,2024
78,"Baye Ndongo, Georgia Tech (ACC)",Fr.,6-9,F,29,238,8.2,2024
79,"Damian Forrest, North Ala. (ASUN)",Sr.,6-10,F,31,254,8.2,2024
80,"DaJuan Gordon, UT Arlington (WAC)",Sr.,6-5,G,33,270,8.2,2024
80,"Drew Pember, UNC Asheville (Big South)",Sr.,6-10,F,33,270,8.2,2024
82,"Nelly Joseph, New Mexico (Mountain West)",Jr.,6-9,F,36,294,8.2,2024
83,"Steven Jamerson II, San Diego (WCC)",Jr.,6-10,C,26,211,8.1,2024
84,"Quinten Post, Boston College (ACC)",Sr.,7-0,F,35,284,8.1,2024
85,"Jayson Kent, Indiana St. (MVC)",Jr.,6-8,G,38,308,8.1,2024
86,"Brian Taylor, Central Mich. (MAC)",Sr.,6-6,G,32,259,8.1,2024
87,"Nikita Konstantynovskyi, Monmouth (CAA)",Jr.,6-10,C,33,267,8.1,2024
88,"Trey Townsend, Oakland (Horizon)",Jr.,6-6,F,36,291,8.1,2024
89,"Keyshawn Hall, George Mason (Atlantic 10)",So.,6-7,G,29,234,8.1,2024
90,"Myles Foster, Illinois St. (MVC)",Sr.,6-7,F,32,258,8.1,2024
91,"Garry Clark, A&M-Corpus Christi (Southland)",Jr.,6-7,F,33,266,8.1,2024
91,"Daniel Rivera, Bryant (America East)",Jr.,6-6,F,33,266,8.1,2024
93,"Supreme Cook, Georgetown (Big East)",Sr.,6-9,F,32,256,8,2024
93,"Brandon Noel, Wright St. (Horizon)",So.,6-8,F,31,248,8,2024
93,"RJ Greene, LIU (NEC)",So.,6-6,G,25,200,8,2024
96,"Basheer Jihad, Ball St. (MAC)",Jr.,6-9,F,30,239,8,2024
97,"Darnell Brodie, Drake (MVC)",Sr.,6-9,F,34,270,7.9,2024
98,"Justin Archer, Radford (Big South)",Jr.,6-7,F,32,254,7.9,2024
99,"Kasean Pryor, South Fla. (AAC)",Jr.,6-10,F,32,253,7.9,2024
100,"N.J. Benson, Missouri St. (MVC)",So.,6-8,F,32,252,7.9,2024
100,"Trevin Dorius, Utah Valley (WAC)",Sr.,7-0,C,32,252,7.9,2024
102,"Nick Spinoso, Penn (Ivy League)",Jr.,6-9,C,29,228,7.9,2024
103,"Efton Reid, Wake Forest (ACC)",Jr.,7-0,C,28,220,7.9,2024
104,"Markeese Hastings, Robert Morris (Horizon)",Sr.,6-7,F,31,243,7.8,2024
105,"Harlan Obioha, Niagara (MAAC)",So.,7-0,C,32,250,7.8,2024
106,"Qudus Wahab, Penn St. (Big Ten)",Sr.,6-11,F,33,257,7.8,2024
107,"Amari Williams, Drexel (CAA)",Sr.,6-10,F,32,249,7.8,2024
108,"Mohamed Diarra, NC State (ACC)",Sr.,6-10,F,40,311,7.8,2024
109,"Jahsean Corbett, Chicago St. (DI Independent)",Jr.,6-7,G,32,247,7.7,2024
110,"Touko Tainamo, Denver (Summit League)",Jr.,6-9,F,34,262,7.7,2024
111,"Enoch Boakye, Fresno St. (Mountain West)",Jr.,6-11,C,29,223,7.7,2024
112,"Shemar Wilson, UT Arlington (WAC)",Sr.,6-9,F,34,261,7.7,2024
113,"Izaiyah Nelson, Arkansas St. (Sun Belt)",So.,6-10,F,37,283,7.6,2024
114,"Mitchell Saxen, Saint Mary's (CA) (WCC)",Sr.,6-10,C,34,260,7.6,2024
115,"Nique Clifford, Colorado St. (Mountain West)",Sr.,6-6,G,36,275,7.6,2024
116,"Peter Filipovity, Maine (America East)",Sr.,6-7,F,32,244,7.6,2024
116,"David Jones, Memphis (AAC)",Jr.,6-6,F,32,244,7.6,2024
118,"Jared Coleman-Jones, Middle Tenn. (CUSA)",Jr.,6-10,F,33,251,7.6,2024
119,"Robert Ford III, Montana St. (Big Sky)",Sr.,6-0,G,35,266,7.6,2024
119,"Ryan Kalkbrenner, Creighton (Big East)",Sr.,7-1,C,35,266,7.6,2024
121,"Dion Brown, UMBC (America East)",So.,6-3,G,32,243,7.6,2024
121,"Sean Moore, FDU (NEC)",Sr.,6-5,G,32,243,7.6,2024
123,"Aubin Gateretse, Stetson (ASUN)",Jr.,6-11,G,35,265,7.6,2024
123,"Isaac Jones, Washington St. (Pac-12)",Sr.,6-9,F,35,265,7.6,2024
125,"Taje' Kelly, Charleston So. (Big South)",Jr.,6-7,F,30,227,7.6,2024
126,"Bryce Harris, Howard (MEAC)",Jr.,6-4,G,35,264,7.5,2024
127,"Rienk Mast, Nebraska (Big Ten)",Jr.,6-9,F,32,241,7.5,2024
128,"Dillon Mitchell, Texas (Big 12)",So.,6-8,F,34,256,7.5,2024
129,"Ubong Abasi Etim, Central Ark. (ASUN)",So.,6-9,F,31,233,7.5,2024
130,"Darrion Williams, Texas Tech (Big 12)",So.,6-6,F,33,248,7.5,2024
131,"Brooks Barnhizer, Northwestern (Big Ten)",Jr.,6-6,G,34,255,7.5,2024
131,"Josh Oduro, Providence (Big East)",Sr.,6-9,F,34,255,7.5,2024
131,"Jyare Davis, Delaware (CAA)",Jr.,6-7,F,32,240,7.5,2024
131,"Mikeal Brown-Jones, UNC Greensboro (SoCon)",Sr.,6-8,F,28,210,7.5,2024
135,"Aziz Bandaogo, Cincinnati (Big 12)",So.,7-0,C,29,216,7.4,2024
136,"Tyrese Samuel, Florida (SEC)",Sr.,6-10,F,36,268,7.4,2024
137,"Rasheer Fleming, Saint Joseph's (Atlantic 10)",So.,6-9,F,35,260,7.4,2024
137,"Laolu Oke, Montana (Big Sky)",Sr.,6-8,F,35,260,7.4,2024
139,"Ismael Plet, Ark.-Pine Bluff (SWAC)",Jr.,6-8,F,31,230,7.4,2024
139,"Demond Robinson, Kennesaw St. (ASUN)",Sr.,6-8,F,31,230,7.4,2024
141,"Jamal West Jr., Nicholls (Southland)",Jr.,6-6,F,34,252,7.4,2024
142,"Eric Mulder, Purdue Fort Wayne (Horizon)",So.,6-8,F,35,259,7.4,2024
142,"Eli Wilborn, Saint Francis (PA) (NEC)",Fr.,6-8,F,30,222,7.4,2024
144,"Chris Payton Jr., Kent St. (MAC)",Sr.,6-7,F,28,207,7.4,2024
145,"Alex Sobel, Sacred Heart (NEC)",Sr.,6-8,F,31,229,7.4,2024
146,"Donovan Clingan, UConn (Big East)",So.,7-2,C,35,258,7.4,2024
146,"Graham Ike, Gonzaga (WCC)",Jr.,6-9,F,35,258,7.4,2024
148,"KJ Allen, Portland St. (Big Sky)",Sr.,6-6,F,30,221,7.4,2024
149,"Kalu Anya, Brown (Ivy League)",So.,6-8,F,31,228,7.4,2024
150,"Chase Lowe, William & Mary (CAA)",So.,6-5,G,33,242,7.3,2024
151,"Gabe McGlothan, Grand Canyon (WAC)",Sr.,6-8,F,34,249,7.3,2024
152,"Jonas Aidoo, Tennessee (SEC)",Jr.,6-11,F,36,263,7.3,2024
153,"Kevin Cross, Tulane (AAC)",Sr.,6-8,F,30,219,7.3,2024
154,"Nick Davidson, Nevada (Mountain West)",So.,6-9,F,34,248,7.3,2024
155,"Max Brooks, UMass Lowell (America East)",Sr.,6-7,F,31,226,7.3,2024
156,"Nico Galette, Sacred Heart (NEC)",Sr.,6-6,F,31,225,7.3,2024
157,"Steven Crowl, Wisconsin (Big Ten)",Jr.,7-0,F,36,261,7.3,2024
158,"Andre Snoddy, Stony Brook (CAA)",So.,6-6,G,34,246,7.2,2024
159,"Kimani Hamilton, High Point (Big South)",So.,6-7,F,36,260,7.2,2024
160,"Daylen Williams, UTRGV (WAC)",Sr.,6-8,F,31,223,7.2,2024
161,"Maliq Brown, Syracuse (ACC)",So.,6-8,F,32,230,7.2,2024
161,"Tarris Reed Jr., Michigan (Big Ten)",So.,6-10,F,32,230,7.2,2024
163,"Tre Mitchell, Kentucky (SEC)",Sr.,6-9,F,27,194,7.2,2024
164,"Bonke Maring, Houston Christian (Southland)",Sr.,6-10,F,29,208,7.2,2024
165,"Alex Merkviladze, LMU (CA) (WCC)",Sr.,6-8,F,30,215,7.2,2024
166,"Julius Mims, Idaho (Big Sky)",Jr.,6-9,F,32,229,7.2,2024
167,"Anton Watson, Gonzaga (WCC)",Sr.,6-8,F,35,250,7.1,2024
168,"Olivier Nkamhoua, Michigan (Big Ten)",Sr.,6-8,F,26,185,7.1,2024
169,"Tytan Anderson, UNI (MVC)",Jr.,6-6,G,33,234,7.1,2024
169,"Samuell Williamson, SMU (AAC)",Sr.,6-8,F,33,234,7.1,2024
171,"Robert Allen, North Texas (AAC)",Sr.,6-9,F,34,241,7.1,2024
172,"Justin Abson, App State (Sun Belt)",So.,6-9,F,34,240,7.1,2024
173,"Malevy Leons, Bradley (MVC)",Sr.,6-9,F,35,247,7.1,2024
174,"Eddie Lampkin, Colorado (Pac-12)",Jr.,6-11,C,37,260,7,2024
175,"Bernardo Da Silva, Hawaii (Big West)",Sr.,6-9,F,34,238,7,2024
175,"Arthur Kaluma, Kansas St. (Big 12)",So.,6-7,F,33,231,7,2024
175,"Trey Robinson, Northern Ky. (Horizon)",Sr.,6-6,G,33,231,7,2024
175,"Duncan Powell, Sacramento St. (Big Sky)",So.,6-8,F,29,203,7,2024
179,"Kadary Richmond, Seton Hall (Big East)",Sr.,6-6,G,35,244,7,2024
180,"Keeshawn Kellman, FGCU (ASUN)",Sr.,6-9,F,32,223,7,2024
181,"Micah Handlogten, Florida (SEC)",So.,7-1,C,33,229,6.9,2024
182,"Jaden Bediako, Seton Hall (Big East)",Sr.,6-10,C,37,256,6.9,2024
183,"Ryan Dunn, Virginia (ACC)",So.,6-8,G,34,235,6.9,2024
183,"Vladislav Goldin, Fla. Atlantic (AAC)",Jr.,7-1,C,34,235,6.9,2024
183,"Paul Otieno, Quinnipiac (MAAC)",Sr.,6-8,F,34,235,6.9,2024
183,"Amarri Tice, Quinnipiac (MAAC)",So.,6-7,F,34,235,6.9,2024
187,"Chris Ledlum, St. John's (NY) (Big East)",Sr.,6-6,F,31,214,6.9,2024
187,"Kareem Thompson, Oral Roberts (Summit League)",Sr.,6-5,G,31,214,6.9,2024
189,"Oso Ighodaro, Marquette (Big East)",Sr.,6-9,F,36,248,6.9,2024
190,"Keonte Jones, CSUN (Big West)",Jr.,6-6,F,34,233,6.9,2024
191,"Keion Brooks Jr., Washington (Pac-12)",Sr.,6-7,F,32,219,6.8,2024
192,"Josh Cohen, Massachusetts (Atlantic 10)",Sr.,6-10,F,31,212,6.8,2024
193,"Andrew Carr, Wake Forest (ACC)",Sr.,6-10,F,35,239,6.8,2024
193,"Cameron Matthews, Mississippi St. (SEC)",Sr.,6-7,F,35,239,6.8,2024
195,"Toby Okani, UIC (MVC)",Sr.,6-8,G,33,225,6.8,2024
196,"J'Wan Roberts, Houston (Big 12)",Sr.,6-7,F,36,245,6.8,2024
197,"Trazarien White, UNCW (CAA)",Jr.,6-6,F,30,204,6.8,2024
198,"Darlinstone Dubar, Hofstra (CAA)",Sr.,6-7,G,33,224,6.8,2024
199,"Keylan Boone, UNLV (Mountain West)",Sr.,6-8,F,27,183,6.8,2024
200,"Jaylon Tyson, California (Pac-12)",Jr.,6-6,G,31,210,6.8,2024
201,"David N'Guessan, Kansas St. (Big 12)",Sr.,6-9,F,34,230,6.8,2024
202,"Golden Dike, Loyola Maryland (Patriot)",Sr.,6-10,F,32,216,6.8,2024
203,"Tucker DeVries, Drake (MVC)",Jr.,6-7,G,34,229,6.7,2024
204,"Zeke Cook , Jackson St. (SWAC)",Jr.,6-6,F,30,202,6.7,2024
205,"Carson Basham, Northern Ariz. (Big Sky)",Jr.,6-10,C,33,222,6.7,2024
206,"Jeremiah Kendall, Alcorn (SWAC)",Sr.,6-6,F,29,195,6.7,2024
207,"Cedric Coward, Eastern Wash. (Big Sky)",Jr.,6-6,F,32,215,6.7,2024
207,"Adam Hamilton, Lamar University (Southland)",Sr.,6-9,C,32,215,6.7,2024
207,"Cam Manyawu, Wyoming (Mountain West)",Fr.,6-9,F,32,215,6.7,2024
210,"Chris Doherty, Northeastern (CAA)",Sr.,6-7,F,31,208,6.7,2024
211,"Karon Boyd, ETSU (SoCon)",So.,6-5,F,30,201,6.7,2024
212,"Duke Brennan, Grand Canyon (WAC)",So.,6-10,F,35,234,6.7,2024
213,"Dawson Garcia, Minnesota (Big Ten)",Jr.,6-11,F,31,207,6.7,2024
213,"Elijah Jones, Green Bay (Horizon)",Jr.,6-7,F,31,207,6.7,2024
213,"Jalon Moore, Oklahoma (Big 12)",Jr.,6-7,F,31,207,6.7,2024
216,"Allen Udemadu, Morgan St. (MEAC)",Jr.,6-10,F,29,193,6.7,2024
217,"Maximus Edwards, George Washington (Atlantic 10)",So.,6-5,G,31,206,6.6,2024
218,"Sky Wicks, UIW (Southland)",Jr.,6-6,G,30,199,6.6,2024
219,"BJ Freeman, Milwaukee (Horizon)",Jr.,6-6,G,27,179,6.6,2024
220,"William Kyle III, South Dakota St. (Summit League)",So.,6-9,F,35,232,6.6,2024
221,"Kylen Milton, Ark.-Pine Bluff (SWAC)",Sr.,6-4,G,29,192,6.6,2024
222,"Owen Freeman, Iowa (Big Ten)",Fr.,6-10,F,34,225,6.6,2024
223,"Jaxson Baker, New Hampshire (America East)",Sr.,6-8,F,31,205,6.6,2024
223,"Luis Rodriguez, UNLV (Mountain West)",Sr.,6-6,G,31,205,6.6,2024
225,"Caleb Robinson, Gardner-Webb (Big South)",Sr.,6-4,G,32,211,6.6,2024
226,"Payton Sandfort, Iowa (Big Ten)",Jr.,6-7,G,34,224,6.6,2024
227,"Kendall Lewis, Illinois St. (MVC)",Sr.,6-8,F,31,204,6.6,2024
228,"O'Mar Stanley, Boise St. (Mountain West)",Jr.,6-8,F,33,217,6.6,2024
229,"Tristen Newton, UConn (Big East)",Sr.,6-5,G,40,263,6.6,2024
230,"Robbie Avila, Indiana St. (MVC)",So.,6-10,C,37,243,6.6,2024
231,"Quinton Mincey, UMass Lowell (America East)",Sr.,6-7,F,32,210,6.6,2024
232,"Branden Carlson, Utah (Pac-12)",Sr.,7-0,C,36,236,6.6,2024
233,"Darren Buchanan Jr., George Washington (Atlantic 10)",Fr.,6-7,F,29,190,6.6,2024
234,"Lynn Kidd, Virginia Tech (ACC)",Sr.,6-10,C,33,216,6.5,2024
235,"Jadyn Parker, ETSU (SoCon)",Jr.,6-10,F,35,229,6.5,2024
236,"Joshua Jefferson, Saint Mary's (CA) (WCC)",So.,6-8,F,26,170,6.5,2024
237,"Seth Towns, Howard (MEAC)",Sr.,6-9,F,32,209,6.5,2024
238,"Eric Dixon, Villanova (Big East)",Sr.,6-8,F,34,222,6.5,2024
239,"Tyrece Radford, Texas A&M (SEC)",Sr.,6-2,G,31,202,6.5,2024
240,"Terry Anderson, Lamar University (Southland)",Jr.,6-6,F,33,215,6.5,2024
240,"Hosana Kitenge, Louisiana (Sun Belt)",Jr.,6-8,F,33,215,6.5,2024
242,"Martaz Robinson, Delaware St. (MEAC)",Sr.,6-2,G,34,221,6.5,2024
243,"Tristan Enaruna, Cleveland St. (Horizon)",Sr.,6-8,F,35,227,6.5,2024
244,"Caleb Kenney, Holy Cross (Patriot)",Jr.,6-6,F,33,214,6.5,2024
245,"Anthony Dell'Orso, Campbell (CAA)",So.,6-6,G,32,207,6.5,2024
245,"Tariq Ingraham, Rider (MAAC)",Sr.,6-9,F,32,207,6.5,2024
247,"Isaiah Bigelow, Richmond (Atlantic 10)",Sr.,6-7,F,33,213,6.5,2024
247,"Jack Collins, Monmouth (CAA)",So.,6-5,G,33,213,6.5,2024
247,"Yacine Toumi, Evansville (MVC)",Sr.,6-10,F,33,213,6.5,2024
250,"Dan Skillings Jr., Cincinnati (Big 12)",So.,6-6,G,36,232,6.4,2024
250,"David Fuchs, Rhode Island (Atlantic 10)",Fr.,6-9,F,27,174,6.4,2024
252,"Jamir Chaplin, Little Rock (OVC)",Sr.,6-5,G,34,219,6.4,2024
253,"Femi Odukale, New Mexico St. (CUSA)",Jr.,6-6,G,26,167,6.4,2024
254,"Jailen Bedford, Oral Roberts (Summit League)",Jr.,6-4,G,31,199,6.4,2024
254,"Sy Chatman, Buffalo (MAC)",Sr.,6-8,F,31,199,6.4,2024
254,"Michael Moreno, Eastern Ky. (ASUN)",Sr.,6-7,F,31,199,6.4,2024
257,"PJ Hall, Clemson (ACC)",Sr.,6-10,F,36,231,6.4,2024
258,"Demarcus Sharp, Austin Peay (ASUN)",Sr.,6-3,G,29,186,6.4,2024
259,"Abou Ousmane, Xavier (Big East)",Sr.,6-10,F,34,218,6.4,2024
260,"Tyler Cochran, Toledo (MAC)",Sr.,6-2,G,32,205,6.4,2024
260,"Tanner Holden, Wright St. (Horizon)",Sr.,6-6,G,32,205,6.4,2024
262,"Faizon Fields, Milwaukee (Horizon)",Jr.,6-10,F,35,224,6.4,2024
262,"Felix Okpara, Ohio St. (Big Ten)",So.,6-11,C,35,224,6.4,2024
264,"Noah Williamson, Bucknell (Patriot)",So.,6-11,C,32,204,6.4,2024
265,"Alex Condon, Florida (SEC)",Fr.,6-11,F,36,229,6.4,2024
265,"Josiah-Jordan James, Tennessee (SEC)",Sr.,6-6,G,36,229,6.4,2024
267,"Ven-Allen Lubin, Vanderbilt (SEC)",So.,6-8,F,26,165,6.3,2024
267,"Corey Washington, Saint Peter's (MAAC)",So.,6-6,F,26,165,6.3,2024
269,"Kaosi Ezeagu, New Mexico St. (CUSA)",Sr.,6-10,F,32,203,6.3,2024
270,"Airion Simmons, Abilene Christian (WAC)",Sr.,6-5,F,33,209,6.3,2024
270,"Rytis Petraitis, Air Force (Mountain West)",So.,6-7,F,24,152,6.3,2024
272,"Ubong Okon, Alabama St. (SWAC)",So.,7-1,C,31,196,6.3,2024
273,"Nick Ellington, Murray St. (MVC)",Jr.,6-7,F,32,202,6.3,2024
273,"Owen Lobsinger, Western Mich. (MAC)",Jr.,6-9,F,32,202,6.3,2024
273,"Abdou Tsimbila, Fordham (Atlantic 10)",Sr.,6-9,F,32,202,6.3,2024
276,"Russel Tchewa, Georgia (SEC)",Sr.,7-0,C,36,227,6.3,2024
277,"Marquel Sutton, Omaha (Summit League)",Jr.,6-7,F,33,208,6.3,2024
278,"Darius Hannah, Bradley (MVC)",Sr.,6-9,F,35,220,6.3,2024
278,"Deivon Smith, Utah (Pac-12)",Sr.,6-1,G,28,176,6.3,2024
280,"Devin McGlockton, Boston College (ACC)",So.,6-7,F,36,226,6.3,2024
281,"Frankie Fidler, Omaha (Summit League)",Jr.,6-7,F,33,207,6.3,2024
281,"Nate Santos, Dayton (Atlantic 10)",Jr.,6-7,F,33,207,6.3,2024
283,"Johnell Davis, Fla. Atlantic (AAC)",Jr.,6-3,G,34,213,6.3,2024
283,"Spencer Johnson, BYU (Big 12)",Sr.,6-5,G,34,213,6.3,2024
285,"Amari Kelly, George Mason (Atlantic 10)",Sr.,6-9,F,31,194,6.3,2024
286,"Ante Brzovic, Col. of Charleston (CAA)",Jr.,6-10,F,35,219,6.3,2024
287,"Lincoln Ball, American (Patriot)",Sr.,6-6,G,32,200,6.3,2024
287,"Zach Cleveland, Liberty (CUSA)",So.,6-7,F,32,200,6.3,2024
287,"Anthony Crump, Western Mich. (MAC)",Sr.,6-8,F,32,200,6.3,2024
